stockcode,stockname,date,lagclose,close,marketvalue,region
DJI.GI,道琼斯工业平均,20190514,25324.9902,25532.0508,0,美国
DJI.GI,道琼斯工业平均,20190515,25532.0508,25648.0195,0,美国
DJI.GI,道琼斯工业平均,20190516,25648.0195,25862.6797,0,美国
DJI.GI,道琼斯工业平均,20190517,25862.6797,25764,0,美国
DJI.GI,道琼斯工业平均,20190520,25764,25679.9004,0,美国
DJI.GI,道琼斯工业平均,20190521,25679.9004,25877.3301,0,美国
DJI.GI,道琼斯工业平均,20190522,25877.3301,25776.6094,0,美国
DJI.GI,道琼斯工业平均,20190523,25776.6094,25490.4707,0,美国
DJI.GI,道琼斯工业平均,20190524,25490.4707,25585.6895,0,美国
DJI.GI,道琼斯工业平均,20190528,25585.6895,25347.7695,0,美国
DJI.GI,道琼斯工业平均,20190529,25347.7695,25126.4102,0,美国
DJI.GI,道琼斯工业平均,20190530,25126.4102,25169.8809,0,美国
DJI.GI,道琼斯工业平均,20190531,25169.8809,24815.0391,0,美国
DJI.GI,道琼斯工业平均,20190603,24815.0391,24819.7793,0,美国
DJI.GI,道琼斯工业平均,20190604,24819.7793,25332.1797,0,美国
DJI.GI,道琼斯工业平均,20190605,25332.1797,25539.5703,0,美国
DJI.GI,道琼斯工业平均,20190606,25539.5703,25720.6602,0,美国
DJI.GI,道琼斯工业平均,20190607,25720.6602,25983.9395,0,美国
DJI.GI,道琼斯工业平均,20190610,25983.9395,26062.6797,0,美国
DJI.GI,道琼斯工业平均,20190611,26062.6797,26048.5098,0,美国
DJI.GI,道琼斯工业平均,20190612,26048.5098,26004.8301,0,美国
DJI.GI,道琼斯工业平均,20190613,26004.8301,26106.7695,0,美国
DJI.GI,道琼斯工业平均,20190614,26106.7695,26089.6094,0,美国
DJI.GI,道琼斯工业平均,20190617,26089.6094,26112.5293,0,美国
DJI.GI,道琼斯工业平均,20190618,26112.5293,26465.5391,0,美国
DJI.GI,道琼斯工业平均,20190619,26465.5391,26504,0,美国
DJI.GI,道琼斯工业平均,20190620,26504,26753.1699,0,美国
DJI.GI,道琼斯工业平均,20190621,26753.1699,26719.1309,0,美国
DJI.GI,道琼斯工业平均,20190624,26719.1309,26727.5391,0,美国
DJI.GI,道琼斯工业平均,20190625,26727.5391,26548.2207,0,美国
DJI.GI,道琼斯工业平均,20190626,26548.2207,26536.8203,0,美国
DJI.GI,道琼斯工业平均,20190627,26536.8203,26526.5801,0,美国
DJI.GI,道琼斯工业平均,20190628,26526.5801,26599.9609,0,美国
DJI.GI,道琼斯工业平均,20190701,26599.9609,26717.4297,0,美国
DJI.GI,道琼斯工业平均,20190702,26717.4297,26786.6797,0,美国
DJI.GI,道琼斯工业平均,20190703,26786.6797,26966,0,美国
DJI.GI,道琼斯工业平均,20190705,26966,26922.1191,0,美国
DJI.GI,道琼斯工业平均,20190708,26922.1191,26806.1406,0,美国
DJI.GI,道琼斯工业平均,20190709,26806.1406,26783.4902,0,美国
DJI.GI,道琼斯工业平均,20190710,26783.4902,26860.1992,0,美国
DJI.GI,道琼斯工业平均,20190711,26860.1992,27088.0801,0,美国
DJI.GI,道琼斯工业平均,20190712,27088.0801,27332.0293,0,美国
DJI.GI,道琼斯工业平均,20190715,27332.0293,27359.1602,0,美国
DJI.GI,道琼斯工业平均,20190716,27359.1602,27335.6309,0,美国
DJI.GI,道琼斯工业平均,20190717,27335.6309,27219.8496,0,美国
DJI.GI,道琼斯工业平均,20190718,27219.8496,27222.9707,0,美国
DJI.GI,道琼斯工业平均,20190719,27222.9707,27154.1992,0,美国
DJI.GI,道琼斯工业平均,20190722,27154.1992,27171.9004,0,美国
DJI.GI,道琼斯工业平均,20190723,27171.9004,27349.1895,0,美国
DJI.GI,道琼斯工业平均,20190724,27349.1895,27269.9707,0,美国
DJI.GI,道琼斯工业平均,20190725,27269.9707,27140.9805,0,美国
DJI.GI,道琼斯工业平均,20190726,27140.9805,27192.4492,0,美国
DJI.GI,道琼斯工业平均,20190729,27192.4492,27221.3496,0,美国
DJI.GI,道琼斯工业平均,20190730,27221.3496,27198.0195,0,美国
DJI.GI,道琼斯工业平均,20190731,27198.0195,26864.2695,0,美国
DJI.GI,道琼斯工业平均,20190801,26864.2695,26583.4199,0,美国
DJI.GI,道琼斯工业平均,20190802,26583.4199,26485.0098,0,美国
DJI.GI,道琼斯工业平均,20190805,26485.0098,25717.7402,0,美国
DJI.GI,道琼斯工业平均,20190806,25717.7402,26029.5195,0,美国
DJI.GI,道琼斯工业平均,20190807,26029.5195,26007.0703,0,美国
DJI.GI,道琼斯工业平均,20190808,26007.0703,26378.1895,0,美国
DJI.GI,道琼斯工业平均,20190809,26378.1895,26287.4395,0,美国
DJI.GI,道琼斯工业平均,20190812,26287.4395,25896.4395,0,美国
DJI.GI,道琼斯工业平均,20190813,25896.4395,26279.9102,0,美国
DJI.GI,道琼斯工业平均,20190814,26279.9102,25479.4199,0,美国
DJI.GI,道琼斯工业平均,20190815,25479.4199,25579.3906,0,美国
DJI.GI,道琼斯工业平均,20190816,25579.3906,25886.0098,0,美国
DJI.GI,道琼斯工业平均,20190819,25886.0098,26135.7891,0,美国
DJI.GI,道琼斯工业平均,20190820,26135.7891,25962.4395,0,美国
DJI.GI,道琼斯工业平均,20190821,25962.4395,26202.7305,0,美国
DJI.GI,道琼斯工业平均,20190822,26202.7305,26252.2402,0,美国
DJI.GI,道琼斯工业平均,20190823,26252.2402,25628.9004,0,美国
DJI.GI,道琼斯工业平均,20190826,25628.9004,25898.8301,0,美国
DJI.GI,道琼斯工业平均,20190827,25898.8301,25777.9004,0,美国
DJI.GI,道琼斯工业平均,20190828,25777.9004,26036.0996,0,美国
DJI.GI,道琼斯工业平均,20190829,26036.0996,26362.25,0,美国
DJI.GI,道琼斯工业平均,20190830,26362.25,26403.2793,0,美国
DJI.GI,道琼斯工业平均,20190903,26403.2793,26118.0195,0,美国
DJI.GI,道琼斯工业平均,20190904,26118.0195,26355.4707,0,美国
DJI.GI,道琼斯工业平均,20190905,26355.4707,26728.1504,0,美国
DJI.GI,道琼斯工业平均,20190906,26728.1504,26797.4609,0,美国
DJI.GI,道琼斯工业平均,20190909,26797.4609,26835.5098,0,美国
DJI.GI,道琼斯工业平均,20190910,26835.5098,26909.4297,0,美国
DJI.GI,道琼斯工业平均,20190911,26909.4297,27137.0391,0,美国
DJI.GI,道琼斯工业平均,20190912,27137.0391,27182.4492,0,美国
DJI.GI,道琼斯工业平均,20190913,27182.4492,27219.5195,0,美国
DJI.GI,道琼斯工业平均,20190916,27219.5195,27076.8203,0,美国
DJI.GI,道琼斯工业平均,20190917,27076.8203,27110.8008,0,美国
DJI.GI,道琼斯工业平均,20190918,27110.8008,27147.0801,0,美国
DJI.GI,道琼斯工业平均,20190919,27147.0801,27094.7891,0,美国
DJI.GI,道琼斯工业平均,20190920,27094.7891,26935.0703,0,美国
DJI.GI,道琼斯工业平均,20190923,26935.0703,26949.9902,0,美国
DJI.GI,道琼斯工业平均,20190924,26949.9902,26807.7695,0,美国
DJI.GI,道琼斯工业平均,20190925,26807.7695,26970.7109,0,美国
DJI.GI,道琼斯工业平均,20190926,26970.7109,26891.1191,0,美国
DJI.GI,道琼斯工业平均,20190927,26891.1191,26820.25,0,美国
DJI.GI,道琼斯工业平均,20190930,26820.25,26916.8301,0,美国
DJI.GI,道琼斯工业平均,20191001,26916.8301,26573.0391,0,美国
DJI.GI,道琼斯工业平均,20191002,26573.0391,26078.6191,0,美国
DJI.GI,道琼斯工业平均,20191003,26078.6191,26201.0391,0,美国
DJI.GI,道琼斯工业平均,20191004,26201.0391,26573.7207,0,美国
DJI.GI,道琼斯工业平均,20191007,26573.7207,26478.0195,0,美国
DJI.GI,道琼斯工业平均,20191008,26478.0195,26164.0391,0,美国
DJI.GI,道琼斯工业平均,20191009,26164.0391,26346.0098,0,美国
DJI.GI,道琼斯工业平均,20191010,26346.0098,26496.6699,0,美国
DJI.GI,道琼斯工业平均,20191011,26496.6699,26816.5898,0,美国
DJI.GI,道琼斯工业平均,20191014,26816.5898,26787.3594,0,美国
DJI.GI,道琼斯工业平均,20191015,26787.3594,27024.8008,0,美国
DJI.GI,道琼斯工业平均,20191016,27024.8008,27001.9805,0,美国
DJI.GI,道琼斯工业平均,20191017,27001.9805,27025.8809,0,美国
DJI.GI,道琼斯工业平均,20191018,27025.8809,26770.1992,0,美国
DJI.GI,道琼斯工业平均,20191021,26770.1992,26827.6406,0,美国
DJI.GI,道琼斯工业平均,20191022,26827.6406,26788.0996,0,美国
DJI.GI,道琼斯工业平均,20191023,26788.0996,26833.9492,0,美国
DJI.GI,道琼斯工业平均,20191024,26833.9492,26805.5293,0,美国
DJI.GI,道琼斯工业平均,20191025,26805.5293,26958.0605,0,美国
DJI.GI,道琼斯工业平均,20191028,26958.0605,27090.7207,0,美国
DJI.GI,道琼斯工业平均,20191029,27090.7207,27071.4609,0,美国
DJI.GI,道琼斯工业平均,20191030,27071.4609,27186.6895,0,美国
DJI.GI,道琼斯工业平均,20191031,27186.6895,27046.2305,0,美国
DJI.GI,道琼斯工业平均,20191101,27046.2305,27347.3594,0,美国
DJI.GI,道琼斯工业平均,20191104,27347.3594,27462.1094,0,美国
DJI.GI,道琼斯工业平均,20191105,27462.1094,27492.6309,0,美国
DJI.GI,道琼斯工业平均,20191106,27492.6309,27492.5605,0,美国
DJI.GI,道琼斯工业平均,20191107,27492.5605,27674.8008,0,美国
DJI.GI,道琼斯工业平均,20191108,27674.8008,27681.2402,0,美国
DJI.GI,道琼斯工业平均,20191111,27681.2402,27691.4902,0,美国
DJI.GI,道琼斯工业平均,20191112,27691.4902,27691.4902,0,美国
DJI.GI,道琼斯工业平均,20191113,27691.4902,27783.5898,0,美国
DJI.GI,道琼斯工业平均,20191114,27783.5898,27781.9609,0,美国
DJI.GI,道琼斯工业平均,20191115,27781.9609,28004.8906,0,美国
DJI.GI,道琼斯工业平均,20191118,28004.8906,28036.2207,0,美国
DJI.GI,道琼斯工业平均,20191119,28036.2207,27934.0195,0,美国
DJI.GI,道琼斯工业平均,20191120,27934.0195,27821.0898,0,美国
DJI.GI,道琼斯工业平均,20191121,27821.0898,27766.2891,0,美国
DJI.GI,道琼斯工业平均,20191122,27766.2891,27875.6191,0,美国
DJI.GI,道琼斯工业平均,20191125,27875.6191,28066.4707,0,美国
DJI.GI,道琼斯工业平均,20191126,28066.4707,28121.6797,0,美国
DJI.GI,道琼斯工业平均,20191127,28121.6797,28164,0,美国
DJI.GI,道琼斯工业平均,20191129,28164,28051.4102,0,美国
DJI.GI,道琼斯工业平均,20191202,28051.4102,27783.0391,0,美国
DJI.GI,道琼斯工业平均,20191203,27783.0391,27502.8105,0,美国
DJI.GI,道琼斯工业平均,20191204,27502.8105,27649.7793,0,美国
DJI.GI,道琼斯工业平均,20191205,27649.7793,27677.7891,0,美国
DJI.GI,道琼斯工业平均,20191206,27677.7891,28015.0605,0,美国
DJI.GI,道琼斯工业平均,20191209,28015.0605,27909.5996,0,美国
DJI.GI,道琼斯工业平均,20191210,27909.5996,27881.7207,0,美国
DJI.GI,道琼斯工业平均,20191211,27881.7207,27911.3008,0,美国
DJI.GI,道琼斯工业平均,20191212,27911.3008,28132.0508,0,美国
DJI.GI,道琼斯工业平均,20191213,28132.0508,28135.3809,0,美国
DJI.GI,道琼斯工业平均,20191216,28135.3809,28235.8906,0,美国
DJI.GI,道琼斯工业平均,20191217,28235.8906,28267.1602,0,美国
DJI.GI,道琼斯工业平均,20191218,28267.1602,28239.2793,0,美国
DJI.GI,道琼斯工业平均,20191219,28239.2793,28376.9609,0,美国
DJI.GI,道琼斯工业平均,20191220,28376.9609,28455.0898,0,美国
DJI.GI,道琼斯工业平均,20191223,28455.0898,28551.5293,0,美国
DJI.GI,道琼斯工业平均,20191224,28551.5293,28515.4492,0,美国
DJI.GI,道琼斯工业平均,20191226,28515.4492,28621.3906,0,美国
DJI.GI,道琼斯工业平均,20191227,28621.3906,28645.2598,0,美国
DJI.GI,道琼斯工业平均,20191230,28645.2598,28462.1406,0,美国
DJI.GI,道琼斯工业平均,20191231,28462.1406,28538.4395,0,美国
DJI.GI,道琼斯工业平均,20200102,28538.4395,28868.8008,0,美国
DJI.GI,道琼斯工业平均,20200103,28868.8008,28634.8809,0,美国
DJI.GI,道琼斯工业平均,20200106,28634.8809,28703.3809,0,美国
DJI.GI,道琼斯工业平均,20200107,28703.3809,28583.6797,0,美国
DJI.GI,道琼斯工业平均,20200108,28583.6797,28745.0898,0,美国
DJI.GI,道琼斯工业平均,20200109,28745.0898,28956.9004,0,美国
DJI.GI,道琼斯工业平均,20200110,28956.9004,28823.7695,0,美国
DJI.GI,道琼斯工业平均,20200113,28823.7695,28907.0508,0,美国
DJI.GI,道琼斯工业平均,20200114,28907.0508,28939.6699,0,美国
DJI.GI,道琼斯工业平均,20200115,28939.6699,29030.2207,0,美国
DJI.GI,道琼斯工业平均,20200116,29030.2207,29297.6406,0,美国
DJI.GI,道琼斯工业平均,20200117,29297.6406,29348.0996,0,美国
DJI.GI,道琼斯工业平均,20200121,29348.0996,29196.0391,0,美国
DJI.GI,道琼斯工业平均,20200122,29196.0391,29186.2695,0,美国
DJI.GI,道琼斯工业平均,20200123,29186.2695,29160.0898,0,美国
DJI.GI,道琼斯工业平均,20200124,29160.0898,28989.7305,0,美国
DJI.GI,道琼斯工业平均,20200127,28989.7305,28535.8008,0,美国
DJI.GI,道琼斯工业平均,20200128,28535.8008,28722.8496,0,美国
DJI.GI,道琼斯工业平均,20200129,28722.8496,28734.4492,0,美国
DJI.GI,道琼斯工业平均,20200130,28734.4492,28859.4395,0,美国
DJI.GI,道琼斯工业平均,20200131,28859.4395,28256.0293,0,美国
DJI.GI,道琼斯工业平均,20200203,28256.0293,28399.8105,0,美国
DJI.GI,道琼斯工业平均,20200204,28399.8105,28807.6309,0,美国
DJI.GI,道琼斯工业平均,20200205,28807.6309,29290.8496,0,美国
DJI.GI,道琼斯工业平均,20200206,29290.8496,29379.7695,0,美国
DJI.GI,道琼斯工业平均,20200207,29379.7695,29102.5098,0,美国
DJI.GI,道琼斯工业平均,20200210,29102.5098,29276.8203,0,美国
DJI.GI,道琼斯工业平均,20200211,29276.8203,29276.3398,0,美国
DJI.GI,道琼斯工业平均,20200212,29276.3398,29551.4199,0,美国
DJI.GI,道琼斯工业平均,20200213,29551.4199,29423.3105,0,美国
DJI.GI,道琼斯工业平均,20200214,29423.3105,29398.0801,0,美国
DJI.GI,道琼斯工业平均,20200218,29398.0801,29232.1895,0,美国
DJI.GI,道琼斯工业平均,20200219,29232.1895,29348.0293,0,美国
DJI.GI,道琼斯工业平均,20200220,29348.0293,29219.9805,0,美国
DJI.GI,道琼斯工业平均,20200221,29219.9805,28992.4102,0,美国
DJI.GI,道琼斯工业平均,20200224,28992.4102,27960.8008,0,美国
DJI.GI,道琼斯工业平均,20200225,27960.8008,27081.3594,0,美国
DJI.GI,道琼斯工业平均,20200226,27081.3594,26957.5898,0,美国
DJI.GI,道琼斯工业平均,20200227,26957.5898,25766.6406,0,美国
DJI.GI,道琼斯工业平均,20200228,25766.6406,25409.3594,0,美国
DJI.GI,道琼斯工业平均,20200302,25409.3594,26703.3203,0,美国
DJI.GI,道琼斯工业平均,20200303,26703.3203,25917.4102,0,美国
DJI.GI,道琼斯工业平均,20200304,25917.4102,27090.8594,0,美国
DJI.GI,道琼斯工业平均,20200305,27090.8594,26121.2793,0,美国
DJI.GI,道琼斯工业平均,20200306,26121.2793,25864.7793,0,美国
DJI.GI,道琼斯工业平均,20200309,25864.7793,23851.0195,0,美国
DJI.GI,道琼斯工业平均,20200310,23851.0195,25018.1602,0,美国
DJI.GI,道琼斯工业平均,20200311,25018.1602,23553.2207,0,美国
DJI.GI,道琼斯工业平均,20200312,23553.2207,21200.6191,0,美国
DJI.GI,道琼斯工业平均,20200313,21200.6191,23185.6191,0,美国
DJI.GI,道琼斯工业平均,20200316,23185.6191,20188.5195,0,美国
DJI.GI,道琼斯工业平均,20200317,20188.5195,21237.3809,0,美国
DJI.GI,道琼斯工业平均,20200318,21237.3809,19898.9199,0,美国
DJI.GI,道琼斯工业平均,20200319,19898.9199,20087.1895,0,美国
DJI.GI,道琼斯工业平均,20200320,20087.1895,19173.9805,0,美国
DJI.GI,道琼斯工业平均,20200323,19173.9805,18591.9297,0,美国
DJI.GI,道琼斯工业平均,20200324,18591.9297,20704.9102,0,美国
DJI.GI,道琼斯工业平均,20200325,20704.9102,21200.5508,0,美国
DJI.GI,道琼斯工业平均,20200326,21200.5508,22552.1699,0,美国
